SaleID,name,regDate,model,brand,bodyType,fuelType,gearbox,power,kilometer,notRepairedDamage,regionCode,seller,offerType,creatDate,price,v_0,v_1,v_2,v_3,v_4,v_5,v_6,v_7,v_8,v_9,v_10,v_11,v_12,v_13,v_14
432,126754,20040411,44,0,3,1,0,131,15,0,1208,0,0,20160325,10000,45.9810819,-3.173344633,-0.28751213,-1.878821995,-1.336591659,0.271000761,0.000378553,0.091765138,0.089198568,0.019829379,1.830797066,-2.922649616,2.196791011,-0.958347746,0.105485365
433,85120,20110805,3,3,0,0,0,69,5,0,1332,0,0,20160328,6966,45.32765382,-3.088777003,-0.291056995,-2.369903012,1.249654804,0.249242225,0.00071568,0.059345118,0.099169777,0.094866608,1.9952021,-2.588133814,2.068333106,1.672705886,-0.011739951
434,72028,19930807,18,14,4,0,0,116,12.5,0,14,0,0,20160405,2150,43.21207069,3.846414724,-2.111731209,1.093441401,1.279289302,0.254831441,0.097340257,0,0.029797046,0.10237632,-3.3135565,1.003732326,-3.093829753,1.503062752,-0.122379674
435,188081,20110901,167,24,4,0,0,345,1,0,759,0,0,20160326,73950,50.49670471,-3.375001682,1.221048958,-4.648578737,-2.544221371,0.283124905,0.000947071,0.151781927,0.13160718,0,0.213819734,-5.005125813,6.941446332,-2.498747057,-0.984411598
436,106353,20130610,19,14,3,3,0,150,15,0,5266,0,0,20160324,8650,45.97479073,-3.132463864,-0.194360948,-2.488508363,0.18598934,0.259387857,0.000649365,0.073920833,0.099757447,0.062716291,1.774870622,-2.927950961,2.533665221,0.695944337,1.129056065
437,105461,19970805,0,0,2,0,0,101,15,-,1,0,0,20160322,850,42.7362331,-3.190020808,-1.294102891,2.263619465,-0.986693142,0.26064687,0,0.101281925,0.031712788,0.039552689,3.41325593,-0.905778484,-2.488572787,-1.27562334,-0.135448418
438,33135,20100508,124,11,2,1,0,143,15,0,5851,0,0,20160321,7999,45.98711623,3.97188189,0.441268147,-2.963579541,3.064816163,0.233175471,0.100935504,0.038632722,0.093992028,0.149239879,-4.465722915,0.416678704,2.231247716,3.104000481,-4.496320638
439,61188,20100705,106,6,3,0,1,203,9,0,4307,0,0,20160315,19800,46.75258285,-3.122390463,0.089897019,-3.287901653,0.964464965,0.25497033,0.001199186,0.072508105,0.112753384,0.084624048,1.443031445,-3.2929835,3.503034979,1.430928373,1.001185718
440,34769,20150304,115,15,0,0,0,136,2,0,3588,0,0,20160307,19700,47.44672495,-3.196781259,0.745330239,-3.625961512,-0.123710084,0.25867717,0.001028167,0.120564404,0.117675373,0.050035923,1.310255173,-3.348882565,4.506271373,0.291025585,0.640720018
441,137393,20081106,19,0,7,1,0,108,15,0,3839,0,0,20160404,10200,45.92782543,-3.185472153,0.353530759,-2.165730329,-0.702809764,0.258290654,0.00050285,0.12501261,0.095655713,0.036072361,1.978195194,-2.485680955,2.701626532,-0.269953887,0.816794032
442,5448,20060307,49,1,2,1,0,179,15,0,4527,0,0,20160329,5850,46.94981331,4.377980067,0.912989048,-0.818356651,-1.066752406,0.262287155,0.109423976,0.149017536,0.060800007,0.02677125,-4.877699345,0.891050257,1.656127369,-1.146855407,0.388752836
443,189091,20011206,73,14,2,1,0,125,15,0,3933,0,0,20160307,950,41.74535425,-3.010146445,-1.717654276,1.151525442,0.886863226,0.247892415,0,0.030079613,0.046339514,0.091678952,3.441823187,-0.84333653,-2.594157805,1.202458564,0.546119733
444,15738,20000209,0,0,0,0,0,105,15,0,4697,0,0,20160307,1200,44.17254222,3.32021933,-0.756026618,1.299195197,-0.999165929,0.265633177,0.092146953,0.077659835,0.029922929,0.035430168,-2.952172955,1.220837437,-1.77276616,-1.02262192,0.188545549
445,2078,20010311,4,4,2,0,0,192,15,0,6907,0,0,20160326,8300,45.70914329,4.235664119,0.274717564,0.485756324,-1.346011439,0.264535042,0.106715863,0.132662156,0.041325275,0.022132001,-4.250323828,1.333875159,-0.063723867,-1.527741643,-0.094720319
446,77482,20020406,13,4,2,1,1,193,15,0,5427,0,0,20160324,6500,45.86039991,4.28235731,0.372588645,-0.011855847,-1.531864283,0.265804844,0.107162832,0.130002461,0.047440287,0.015129945,-4.400512896,1.203103587,0.395384594,-1.550573163,0.121045636
447,55305,19920608,19,10,0,0,0,122,15,0,1198,0,0,20160331,799,43.85004205,-3.318102983,-1.082245026,2.571282187,-0.931811138,0.263532124,0,0.125781481,0.030403886,0.043379996,3.187566804,-1.289704518,-2.073759957,-1.717875781,-0.479958154
448,9093,20110807,76,0,6,1,1,140,10,0,419,0,0,20160314,10000,48.26590733,3.396243998,-0.128923063,-1.881849681,1.617135927,0.263125818,0.095452298,0.045171096,0.080584045,0.11088657,-4.815884497,-1.124892465,2.260273184,1.037323962,-2.488781485
449,20651,20010705,59,19,2,0,0,120,15,-,6094,0,0,20160329,500,42.74597318,2.121783823,-1.143164862,2.770028066,0.653890516,0.249253399,0.074908367,0.07571107,0.015063856,0.088029763,-1.188051543,1.62910117,-3.529510911,0.285680839,0.25506886
450,50923,19920606,0,0,4,0,0,98,15,0,1463,0,0,20160320,2800,44.50325231,-3.154984528,-1.638993455,0.280790576,-0.947360111,0.275882352,0,0.038960078,0.057679491,0.037979546,2.38386762,-2.543095904,-0.686925241,-0.865270336,0.338718151
451,108408,20031010,49,1,0,,1,0,15,0,78,0,0,20160310,2490,45.31088735,-3.330270488,-0.388595819,0.903997388,-1.052001596,0.264887566,0,0.142509777,0.05453365,0.035092764,2.570422734,-1.979662485,0.052396059,-1.622427077,-0.072237744
452,195405,20001107,73,14,0,0,0,101,12.5,-,200,0,0,20160330,2200,42.51207063,-2.976462969,-1.686224285,0.115310629,0.538366866,0.254906859,0.000302334,0.013359405,0.059628772,0.079686352,2.982752585,-1.483732407,-1.558462994,1.081631458,0.699959942
453,161718,20050304,52,10,4,0,1,272,8,0,3888,0,0,20160326,18999,47.01975781,-3.147413428,-0.433434591,-3.199032619,-0.697557442,0.274477397,0.000628686,0.051226861,0.107577261,0.038481707,1.215090325,-3.878953234,3.38326321,-0.335722163,-1.811572845
454,195921,20081010,29,0,1,0,0,60,12.5,0,2116,0,0,20160315,4850,43.88142214,-3.073818247,0.215872642,-1.565261204,0.398879186,0.240564274,0.000478247,0.113023201,0.087266548,0.067936245,2.734227695,-1.29615703,1.275156537,1.10361065,1.205307091
455,44335,19980612,17,10,2,1,1,129,15,0,3673,0,0,20160309,2000,44.74668025,-3.342969167,-0.399392084,1.650532188,-1.497644772,0.264473927,0,0.160252179,0.043537754,0.023484171,2.879331431,-1.53279548,-0.640311214,-2.18662042,-0.458160137
456,140235,20050708,88,14,3,1,0,150,15,0,3826,0,0,20160329,5950,44.66716862,-3.052113382,-0.904710175,-1.755083917,1.3374626,0.252055863,0.000580858,0.02777032,0.089185655,0.100734134,2.161848861,-2.519790496,1.018912719,1.686238048,-0.682610421
457,11337,19980612,0,0,4,0,0,150,15,-,2384,0,0,20160404,4499,44.38716435,-3.076173053,-1.697776802,-0.512397163,-1.638933367,0.281405815,7.29E-05,0.021515588,0.065744264,0.015260667,2.229755732,-2.726121032,-0.22893029,-1.106829227,0.301570906
458,23338,19990805,10,9,1,0,1,58,15,0,2110,0,0,20160329,1890,41.75888807,3.139103735,-0.747300032,1.930649518,1.175524574,0.236003646,0.087879052,0.069621221,0.023894187,0.099241148,-1.736669723,2.629005951,-3.314066164,1.351204405,0.601147527
459,149187,20060907,63,0,3,1,0,140,15,0,1046,0,0,20160305,6450,45.81629826,-3.193595493,-0.362728377,-1.394561278,0.287254221,0.25903342,0.000415392,0.085196892,0.085906562,0.069915305,1.991071766,-2.714459261,1.675935707,0.275103428,-0.422029557
460,6903,20100208,49,1,2,1,1,190,15,0,594,0,0,20160319,10900,47.92356069,5.1487174,1.400434422,-1.566250972,-0.592363409,0.259022485,0.121062551,0.160769366,0.071365005,0.038599506,-5.918882797,0.893212155,2.716229867,-0.700230629,0.76509084
461,3759,19970610,54,1,4,0,0,150,15,0,2656,0,0,20160316,1800,43.17852017,-3.059965355,-2.272711127,0.905763815,-0.311577312,0.271564638,0,5.34E-05,0.047627331,0.058289852,2.770739102,-2.086581851,-2.103108059,-0.072210014,0.297583343
462,169616,20000610,69,6,,,0,116,12.5,-,179,0,0,20160314,350,33.85735958,-3.622270267,15.1669989,3.743767513,0.232942352,0,0,1.224481102,0.042834712,0.023625667,10.80846223,15.4683738,3.009457568,-0.468198852,-0.066841597
463,16005,20100709,115,15,4,0,0,122,4,0,1802,0,0,20160326,12950,47.19390184,-3.185553568,-0.305268577,-2.672188328,-0.483540448,0.272455637,0.000825588,0.071479293,0.101966422,0.044158429,1.288603941,-3.733153949,3.166514523,-0.260451739,0.185397727
464,75332,20040111,4,4,2,,1,150,15,1,125,0,0,20160321,2200,44.73241541,-3.285119473,-0.325922605,0.689108607,-0.842203748,0.259499166,0,0.139245245,0.056794017,0.039549886,2.74329454,-1.667267594,-0.039163652,-1.174246472,-0.038769364
465,93475,20100112,228,13,3,1,0,84,15,-,2446,0,0,20160308,5700,45.00070769,-3.061500944,-0.72943768,-2.279703858,3.085804879,0.239257136,0.000650413,0.016753264,0.099906513,0.152502106,2.047298408,-2.640990899,1.506974093,3.236106085,-1.56351382
466,39924,20110602,29,0,1,0,1,179,6,0,2833,0,0,20160405,14500,45.35147702,-3.091791719,0.895368788,-3.132328673,0.626946005,0.239518095,0.000978548,0.128463391,0.110709861,0.070688077,2.1383337,-1.959496217,3.305416168,1.477547811,1.684038737
467,71706,20010212,16,13,1,0,0,60,8,0,7281,0,0,20160309,1750,41.99968394,-3.017460032,-0.755801874,0.346131688,1.18401667,0.235393445,0.000239386,0.075997779,0.06003688,0.097398427,3.45532992,-0.490794533,-1.391759964,1.592101755,0.507450118
468,69755,19990304,164,13,1,0,0,55,12.5,-,1418,0,0,20160309,400,40.17880498,-3.001174342,-1.652001945,2.642801467,2.712555904,0.224310109,0,0.047983564,0.029788429,0.148856092,4.273916401,0.45737034,-4.286969884,2.613066638,0.341406421
469,24805,19980001,40,1,2,0,0,193,15,1,3068,0,0,20160324,2500,44.59785905,3.979685312,-0.272015723,2.687129084,-1.549359637,0.2653647,0.103371468,0.143070629,0.011541324,0.021588703,-3.432552853,1.970610014,-2.249300501,-2.209337216,-0.241860248
470,35794,19940004,54,1,0,0,0,140,15,1,3809,0,0,20160306,3500,43.25600496,-3.021208666,-1.34319061,-0.329403562,-0.484566322,0.26238694,0.000242803,0.03714522,0.065163763,0.047721788,2.739275091,-1.777734579,-0.696790671,0.165960963,0.637367329
471,97707,20040012,22,9,1,0,0,0,15,-,3120,0,0,20160311,250,41.49951863,-3.241621842,-0.998467978,3.634913303,2.178682662,0.226543234,0,0.124318443,0.020350858,0.13579598,4.24452151,0.404414961,-3.923223089,1.329606176,0.198221521
472,83063,20010705,65,1,0,0,0,102,15,0,6844,0,0,20160402,1950,44.34317671,-3.211856406,-0.838757588,0.808591459,-1.029092066,0.264925158,1.20E-05,0.105418154,0.053147438,0.036027292,2.721780027,-1.795899008,-0.570436658,-1.326065976,-0.817801448
473,167661,20061006,10,9,1,0,0,59,15,0,1565,0,0,20160330,2490,42.62238074,-3.017427716,-0.409629529,-0.559832898,1.749841296,0.231174866,0.000435749,0.077992772,0.074016656,0.110964624,3.193646287,-0.760529103,-0.38658952,2.337952134,1.382009979
474,157503,20061111,115,15,1,0,0,120,15,0,287,0,0,20160323,5375,45.67550754,-3.305798008,0.981787478,-0.683861346,-0.255749959,0.244752588,0.00036861,0.1968534,0.079797846,0.052409061,2.503264674,-1.574758236,2.038093491,-0.603503274,-0.115490069
475,122864,20010005,46,6,0,0,0,101,15,0,5495,0,0,20160330,800,42.86033454,-3.176068374,-1.530903014,2.066236781,0.272160802,0.255480237,0,0.071189507,0.036239362,0.077429781,3.3076166,-1.129487969,-2.539444915,-0.078204147,0.08589137
476,174189,20070206,47,1,5,0,0,250,15,1,1255,0,0,20160308,9500,47.16404893,-3.264781983,-0.307506874,-1.652185494,-1.097029551,0.276087565,0.000484505,0.098163582,0.088386695,0.028730509,1.488376939,-3.509625618,2.540784238,-1.200116221,0.062954545
477,22600,20090206,8,0,2,0,0,160,9,0,3170,0,0,20160403,11000,46.49346355,4.686283099,0.745270656,-2.045892797,-0.382649018,0.257938091,0.112176684,0.102235165,0.075513917,0.043070427,-5.152337329,0.845439019,2.059488135,0.185649542,1.253246957
478,602,19981005,13,4,0,0,0,170,15,0,6333,0,0,20160305,2500,45.93070306,5.225593115,0.041839057,1.778002313,-1.382762118,0.268804714,0.121751713,0.138556616,0.022418431,0.025014804,-5.09928358,1.81022548,-1.079627205,-2.048050023,-0.152807404
479,158308,20130109,165,0,5,1,0,177,5,0,2076,0,0,20160309,25500,48.15524258,-3.195895509,0.189011089,-3.734248298,-0.23958849,0.27053248,0.001190481,0.083222532,0.11811756,0.048513777,0.90481548,-4.137876772,4.544429652,0.068998596,0.477231342
480,114801,19990712,1,6,1,,0,0,15,-,1496,0,0,20160308,300,41.88294413,0.56915713,-0.738502248,4.526940772,-0.298755597,0.243611965,0.05290045,0.152948347,0,0.063812358,0.8095978,2.114672153,-4.504117176,-1.176590877,0.150292521
481,193982,19970710,145,4,0,0,0,321,12.5,0,5203,0,0,20160306,14999,46.52160077,-3.236140727,0.151907337,-1.865286646,-2.805869902,0.274179551,0.000309945,0.126237078,0.088810294,0,1.728183555,-2.990492363,2.824836744,-2.670895462,-1.79355701
482,30174,20051211,1,0,2,1,1,140,15,-,236,0,0,20160308,4000,44.39912336,-3.148072952,-0.417765925,-0.680813343,-1.191021107,0.26226765,3.71E-05,0.103549133,0.072188377,0.024650172,2.549554134,-1.871092747,0.641223277,-0.72457193,1.072325423
483,17946,20010012,40,1,2,1,0,105,15,-,312,0,0,20160319,1990,46.05125859,5.085305536,0.434344521,1.597000174,-1.20747848,0.263335207,0.120085458,0.162551179,0.026360741,0.028539256,-4.956991316,1.930059925,-0.664943572,-1.886409819,0.197413812
484,5825,20050402,115,15,4,0,0,170,5,0,183,0,0,20160310,7900,47.3702429,5.294407637,-0.054847372,-1.682864132,-1.111410627,0.278087987,0.121203616,0.058835994,0.067052467,0.025770684,-6.176313303,0.134770386,1.69789942,-0.88017322,-0.202002632
485,387,19950502,4,4,0,0,0,116,15,1,987,0,0,20160314,850,45.65595457,4.992138737,-0.082758234,1.772205195,-1.360005099,0.268544464,0.118091995,0.130388652,0.022528065,0.025737643,-4.812051685,1.76329405,-1.240569174,-1.952364106,-0.326514106
486,13838,20011110,88,14,3,,0,101,15,0,1411,0,0,20160316,1950,43.87702338,4.456922944,-1.123543737,0.592366852,1.040519202,0.254686903,0.107116566,0.013828284,0.038222261,0.095587613,-3.983925775,1.467486173,-1.920810854,1.090871725,-1.255947949
487,127995,20001209,41,6,,,0,60,15,1,944,0,0,20160309,45,31.83053202,-3.658855715,14.21086568,6.737674347,2.057785221,0,0,1.157636408,0.002384717,0.075269714,11.84145122,16.65929287,-0.484859221,0.631107072,-0.322480448
488,43715,20001106,73,14,0,,0,101,12.5,-,200,0,0,20160309,2350,42.55997198,-2.972939033,-1.663579179,0.011233316,0.512634552,0.255136295,0.000329164,0.012940929,0.060978615,0.078642443,2.952154147,-1.518608676,-1.455967525,1.085632243,0.717653769
489,812,20110704,4,4,2,1,0,143,8,0,4194,0,0,20160329,22500,47.17601009,4.846159095,1.06503128,-1.461932237,-0.411545224,0.257653499,0.11588236,0.138318296,0.069500349,0.043843257,-5.412900011,0.947680516,2.145448317,-0.3157857,0.755706753
490,102675,20000101,52,10,4,0,0,163,15,0,977,0,0,20160324,3950,45.65778159,-3.239675234,-1.148946306,-0.097113109,-0.594589488,0.27317024,0,0.065586117,0.066001876,0.050524249,2.063226109,-2.930581703,0.382787927,-1.097524694,-2.589407539
491,53485,20050309,7,5,2,1,0,109,15,1,3631,0,0,20160324,1190,42.90007829,-3.106695808,-1.145597286,0.694143436,1.107978651,0.2455776,0,0.062040157,0.055582193,0.097923422,3.148135343,-1.181123871,-1.447553808,1.103224288,-0.146066452
492,9620,20071012,83,22,0,0,0,0,15,0,1595,0,0,20160404,4200,46.02741219,4.183583177,0.152020703,-0.913156248,1.423693798,0.248405919,0.105282983,0.073991173,0.064289112,0.103824852,-4.485077652,0.782054518,0.771744516,1.174992207,-1.754681737
493,77081,20070408,94,25,1,0,0,68,15,0,4024,0,0,20160403,1800,43.23216275,1.887726173,-0.024145919,-0.279493518,2.969879597,0.222362389,0.070700271,0.070694545,0.061718018,0.149796845,-1.296009592,1.332188824,-0.715983293,2.932787545,-2.138662403
494,167567,19990412,0,0,0,0,0,75,15,-,730,0,0,20160312,1000,43.14637971,-3.205692345,-1.403659912,2.040174067,-0.810361796,0.263269373,0,0.088172998,0.035251812,0.044959247,3.223049422,-1.248808349,-2.248275788,-1.121714094,0.003382472
495,22686,19950602,30,6,,,0,0,8,-,5649,0,0,20160330,250,33.60715662,-3.646571344,15.01221723,4.457092609,0.72483967,0,0,1.21355848,0.033797128,0.038051155,10.99744136,15.68412372,2.31583888,-0.24032476,-0.342117369
496,3256,20050511,8,0,2,1,0,101,15,0,3914,0,0,20160403,2950,45.13850569,3.47534858,0.042198764,0.437544188,-0.27503169,0.256404245,0.095300213,0.111386539,0.044625791,0.05346381,-3.383706414,1.173711139,-0.391915449,-0.356976386,0.660260165
497,6273,20031011,44,0,3,1,0,131,15,0,2702,0,0,20160315,9999,46.75431466,5.909521453,0.279514754,-1.209429323,-1.480567602,0.273134045,0.129874578,0.088439527,0.059112433,0.014189577,-6.362182231,1.059152419,1.268228355,-1.174011413,0.027187769
498,12888,20091212,87,3,2,0,0,160,15,0,5177,0,0,20160331,6999,45.67629306,-3.162854636,0.140676419,-2.139681713,1.141675933,0.245839851,0.000580258,0.096884683,0.097711995,0.093543573,2.032897299,-2.456147225,2.383808659,1.131682972,-1.80738444
499,129867,19990703,88,14,3,0,1,116,15,1,1112,0,0,20160311,900,42.69870621,-3.121640774,-1.896699625,1.670232552,1.253253376,0.252030386,0,0.029425526,0.041687022,0.107849062,3.199538366,-1.376570705,-2.604592492,0.825369314,-1.599831973
500,98310,20080606,13,4,0,1,1,235,10,0,1395,0,0,20160310,19999,46.98402145,-3.178340956,0.463668628,-3.041376362,-1.196916552,0.267021006,0.000975629,0.119990945,0.107065973,0.019625361,1.466875258,-3.190475222,3.815181908,-0.672276105,0.986071096
501,59379,20050609,21,16,5,0,1,50,12.5,1,1829,0,0,20160308,2200,44.81321418,-3.196489708,-1.430458836,0.471347132,0.269516954,0.266227769,4.45E-05,0.049922139,0.058727254,0.074417972,2.400974379,-2.464207531,-0.631240726,0.032581233,0.414073681
502,4360,19980806,4,4,2,1,0,90,15,1,316,0,0,20160331,550,44.24046507,2.30305649,-0.498455412,3.40252131,-0.898210215,0.260199209,0.079915772,0.148464696,0.007307849,0.044179018,-1.743980949,1.498944514,-2.819935219,-1.923343333,-0.717213951
503,17361,19950006,1,0,1,,0,45,15,0,874,0,0,20160309,350,42.90078995,2.562256639,-0.233684819,4.247315005,-0.694109357,0.246957224,0.082101232,0.174354373,0,0.050419611,-1.289120394,2.713959795,-3.832352743,-1.618272822,0.162812514
504,114324,20060501,44,0,3,1,0,0,12.5,0,390,0,0,20160325,5500,44.99136974,-3.108868389,-0.669239065,-1.677029854,-1.382326943,0.270591922,0.000131261,0.066882661,0.08428939,0.018200469,2.095573696,-2.615989842,1.409561793,-0.750425944,0.053020268
505,24654,20090811,46,6,2,1,1,136,15,0,1541,0,0,20160321,5000,45.0007278,4.163712186,0.046724618,-0.75382606,0.472526946,0.251273714,0.103904511,0.07515792,0.058896875,0.072004763,-4.078243428,1.257572031,0.179495836,0.884936486,0.942726821
506,35400,19950008,186,14,6,0,1,115,15,-,833,0,0,20160326,300,41.81182441,-3.113213771,-3.336656552,3.42900093,1.121408925,0.260556973,0,0,0.013906692,0.107460806,3.466342738,-1.467657615,-5.030977345,0.592598231,-0.554444556
507,2657,19990008,1,14,1,,0,65,15,1,2062,0,0,20160311,350,41.77312048,0.969703395,-0.774152476,4.166404503,-0.218134533,0.243845269,0.058947543,0.140931545,0,0.064739494,0.439965423,2.217328628,-4.390574883,-0.920848174,0.198650291
508,22376,20090101,29,0,1,1,0,80,6,0,7188,0,0,20160310,6400,44.49902917,3.970390991,0.672311394,-1.114708586,0.521759328,0.240347031,0.100902479,0.108521708,0.065268679,0.070823035,-3.62794083,1.784203826,0.605374988,1.149009306,1.182489024
509,13867,20081108,121,10,4,0,1,184,9,0,156,0,0,20160314,15999,47.24958883,4.961267349,-0.07676852,-2.734349643,-0.900487855,0.2767354,0.115505356,0.034628306,0.081219527,0.028737186,-5.960578042,-0.211891348,2.322773446,-0.161763008,0.493067553
510,73566,20110610,65,1,2,0,0,105,6,0,1757,0,0,20160330,14300,46.90791301,-3.233562209,0.741209056,-2.734186631,-0.304302163,0.256340935,0.000688422,0.140197388,0.105578844,0.046720011,1.660534306,-2.864965153,3.711260124,-0.072987435,0.338813467
511,116996,20030603,93,0,4,0,0,75,8,0,3545,0,0,20160329,5490,45.94463889,-3.202425373,-1.026267239,-1.025095356,1.189411143,0.260852251,0.000273811,0.041348165,0.081454941,0.102084059,1.865401151,-3.145395984,1.063876824,0.723134079,-2.771694996
512,5960,20090002,40,1,2,0,0,160,8,0,3546,0,0,20160326,23500,46.89818471,-3.175775324,0.751630543,-3.321214951,-1.498216094,0.265274266,0.000897079,0.136331328,0.110457366,0.008555673,1.516909796,-3.02320958,4.150384912,-0.80263321,1.241628554
513,150995,20140712,220,29,3,1,0,107,4,0,1554,0,0,20160325,12990,47.11044497,-3.167606039,0.209117433,-3.620705292,4.022897449,0.232724158,0.001047982,0.052162662,0.123568307,0.179567354,1.364325952,-3.430029572,3.842721077,3.607124388,-3.961300484
514,43180,20001107,31,10,0,1,0,0,15,0,951,0,0,20160403,2200,44.73876818,-3.286737311,-0.684832641,1.231180608,-1.0431669,0.26502723,0,0.127043628,0.048930745,0.036905484,2.726543038,-1.803121525,-0.578854464,-1.603505149,-0.561109875
515,135244,20010308,48,14,1,0,0,58,7,0,2426,0,0,20160312,1800,42.99218924,-3.172888308,-0.317875608,1.144783181,0.784214951,0.23790922,6.22E-05,0.130788636,0.052108027,0.087211032,3.406618613,-0.543307414,-1.190667605,0.668941439,1.250577937
516,177127,20051112,49,1,0,0,0,256,15,-,969,0,0,20160318,5200,45.49130971,-3.202788353,-0.24164953,-0.877472152,-1.460357273,0.268101318,0.000337727,0.116321035,0.076170343,0.017681377,2.179518363,-2.397608325,1.382476151,-1.326268859,0.248751093
517,51062,20041111,179,33,2,0,1,196,15,0,607,0,0,20160403,5555,46.13483524,-3.309343398,0.229481564,-0.731297486,1.337166413,0.244700793,0.000269765,0.13456366,0.081800479,0.104955925,2.197338069,-2.301777808,1.717645793,0.557109293,-2.877875733
518,5724,20070106,4,4,2,1,1,231,15,0,2126,0,0,20160320,11900,47.50454785,5.383474597,1.195431087,-1.557102355,-0.76370124,0.260598195,0.123764883,0.145073643,0.06931618,0.033418218,-6.014021815,1.052934002,2.38828258,-0.702314238,0.63642152
519,114220,19990706,49,1,2,0,1,340,15,-,1835,0,0,20160325,5000,45.43765206,-3.284495566,-0.064305268,0.155708349,-1.795955405,0.267165849,0.000116132,0.154444005,0.063134435,0.010545006,2.430855008,-2.02997077,0.844709763,-2.096360768,-0.177112611
520,162441,20000209,48,14,1,0,0,54,15,0,441,0,0,20160328,790,41.77681053,-3.144316282,-0.869737097,2.220449895,0.558126471,0.239063057,0,0.114030359,0.035304388,0.083148252,3.858393623,-0.044012541,-2.716347395,0.406730392,0.899019976
521,160285,20130311,17,10,5,1,1,252,5,0,6409,0,0,20160325,30500,48.83893154,-3.293142458,0.491901719,-3.368911155,-0.481683046,0.272075525,0.00105645,0.11663821,0.115016922,0.042167417,0.845751667,-4.205384931,4.784370728,-0.410845195,1.158177142
522,132964,20010606,16,13,1,0,0,60,15,1,3785,0,0,20160402,400,41.15182522,0.44642546,-1.067491902,2.742407238,1.699133984,0.231061031,0.049883472,0.07778465,0.020335342,0.118141095,0.94285695,1.811365487,-3.969042254,1.511846998,0.090584203
523,11950,20000208,48,14,1,0,0,54,15,1,753,0,0,20160311,1000,41.81320151,2.929318622,-0.674655443,1.90315421,0.08102502,0.243262167,0.084934425,0.08361714,0.022994102,0.065833462,-1.582419344,2.51480136,-3.133603069,0.391137285,0.897421302
524,24081,20010902,65,1,0,0,0,150,15,1,3699,0,0,20160402,2250,44.86570806,2.940617378,-0.443682292,1.402276079,-0.908639204,0.264481528,0.08787318,0.1053668,0.031489348,0.039473897,-2.801225121,0.957091351,-1.300465886,-1.32839438,-0.890012846
525,167267,19990304,78,7,0,0,0,90,15,0,5291,0,0,20160330,700,42.16722008,-3.125487146,-1.860969168,1.989103857,0.426690122,0.254487435,0,0.04286831,0.035624026,0.082786263,3.444238905,-1.019091615,-2.981718852,0.210735748,-1.148361422
526,184017,19990711,19,30,1,0,0,68,0.5,0,5516,0,0,20160311,1400,42.72738529,-3.182655072,-0.421430632,1.287244824,-0.874204781,0.249153158,0,0.13767418,0.046602067,0.039453354,3.463427349,-0.540027974,-1.316658903,-0.9424663,-0.418058926
527,172183,20030001,1,4,0,,,170,15,0,368,0,0,20160305,5300,44.86696992,-3.160579499,-0.547423944,-0.758362562,-1.743378995,0.27053462,0.000119435,0.09760203,0.072536782,0.009124548,2.333565757,-2.246591096,0.84422866,-1.302203675,0.928530332
528,136847,20120702,10,9,1,0,0,75,3,1,1635,0,0,20160308,1850,43.15672787,-3.107445633,-0.128163227,-0.204859713,2.741880846,0.223326711,0.000333201,0.100467984,0.073102236,0.141241805,3.198999878,-0.731050172,-0.275704014,2.911926504,1.640585002
529,166459,19990610,31,10,0,0,0,122,15,0,3695,0,0,20160321,1375,44.11326646,-3.273341066,-0.97992296,1.828434485,-1.104644552,0.265353475,0,0.11821239,0.039814282,0.036567055,2.965514613,-1.539541416,-1.40437566,-1.701035698,-0.731622658
530,97083,20020404,13,4,2,1,1,193,15,-,362,0,0,20160329,4800,45.20642093,-3.225091128,-0.115137024,-0.369251454,-1.531890212,0.26504559,0.000252626,0.136572951,0.069579676,0.016365402,2.395312716,-2.048203712,1.02660621,-1.551090963,0.150388119
531,25704,20140911,0,0,0,0,0,150,1,0,6008,0,0,20160307,17444,47.79398936,2.399858326,0.975559251,-2.522433575,0.61908947,0.254405965,0.081237517,0.119027433,0.091665818,0.073497575,-3.595283775,-0.680276179,3.277162097,0.801023406,1.699075268
532,75462,20060004,66,9,0,,0,75,15,0,336,0,0,20160322,3799,43.81648575,-3.019023994,-1.012938248,-1.363013207,0.913128487,0.251703315,0.000383706,0.028867692,0.082207575,0.087503449,2.484430212,-2.050692863,0.338388019,1.530429916,0.176924703
533,88127,19920708,19,8,3,0,0,0,12.5,0,3572,0,0,20160309,1450,45.20403723,2.556728073,-0.586881961,2.005005515,-0.387069065,0.263881814,0.083257649,0.108940926,0.026007212,0.057524223,-2.522112152,0.714512365,-1.636744082,-1.128545252,-0.266219385
534,6237,19990409,67,0,1,0,0,7515,15,-,3641,0,0,20160402,1499,42.16737834,-3.078184372,-0.719027971,1.187967686,0.826739322,0.238117334,0.000250149,0.100580112,0.049341727,0.088341822,3.555141468,-0.366126188,-1.816826457,0.920527374,0.812723766
535,55633,19990510,87,3,0,1,0,101,15,0,2417,0,0,20160404,1799,44.49535611,4.292777052,-0.622506201,0.607241241,0.170121406,0.257551703,0.10579914,0.057208981,0.038950229,0.07125742,-3.998996763,1.387309381,-1.249920743,-0.101770427,-2.770187283
